"P35_001,N,19,11","P35_002,N,19,11","P35_003,C,254","P35_004,C,254","P35_005,C,254","P35_006,C,254","P35_007,C,254","P35_008,C,254","P35_009,C,254","P35_010,C,254","P35_011,N,19,11","P35_012,N,19,11","P35_013,N,19,11","P35_014,N,19,11","P35_015,N,19,11","P35_016,N,19,11","P35_017,N,19,11","P35_018,N,19,11","P35_019,N,19,11","P35_020,N,19,11","P35_021,N,19,11","P35_022,N,19,11","P35_023,N,19,11","P35_024,N,19,11","P35_025,N,19,11","P35_026,N,19,11","P35_027,N,19,11","P35_028,N,19,11"
42.8801825,140.370027,北海道,磯谷郡蘭越町,01394,シェルプラザ・港,https://www.michi-no-eki.jp/stations/view/88,http://www.hokkaido-michinoeki.jp/michinoeki/2702/,http://www.town.rankoshi.hokkaido.jp/topics/2012/02/post_59.html,,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1
42.7623215,140.8077046,北海道,虻田郡真狩村,01396,真狩フラワーセンター,https://www.michi-no-eki.jp/stations/view/89,http://www.hokkaido-michinoeki.jp/michinoeki/2715/,http://www.pref.hokkaido.lg.jp/kn/tkn/hana/place/c010.html,,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
43.7648305,141.9659629,北海道,雨竜郡秩父別町,01434,鐘のなるまち・ちっぷべつ,https://www.michi-no-eki.jp/stations/view/90,http://www.hokkaido-michinoeki.jp/michinoeki/2732/,,,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1
42.5289975,140.7787362,北海道,虻田郡洞爺湖町,01584,あぷた,https://www.michi-no-eki.jp/stations/view/91,http://www.hokkaido-michinoeki.jp/michinoeki/2751/,http://www.pref.hokkaido.lg.jp/ns/shs/data/ar10018.htm,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
43.1697466,143.0250228,北海道,河東郡鹿追町,01634,うりまく,https://www.michi-no-eki.jp/stations/view/92,http://www.hokkaido-michinoeki.jp/michinoeki/2766/,http://www.urimaku.net/,,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1
44.0938311,142.3909798,北海道,上川郡剣淵町,01465,絵本の里けんぶち,https://www.michi-no-eki.jp/stations/view/93,http://www.hokkaido-michinoeki.jp/michinoeki/2782/,http://michi-ehon.jp/,,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1
44.3133031,141.6564717,北海道,苫前郡苫前町,01483,風Ｗとままえ,https://www.michi-no-eki.jp/stations/view/94,http://www.hokkaido-michinoeki.jp/michinoeki/2805/,,,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1
43.138881,143.367911,北海道,河東郡士幌町,01632,しほろ温泉,https://www.michi-no-eki.jp/stations/view/95,http://www.hokkaido-michinoeki.jp/michinoeki/2824/,http://www.shihoro-spa.co.jp/,,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1
42.8589072,140.8709024,北海道,虻田郡京極町,01399,名水の郷きょうごく,https://www.michi-no-eki.jp/stations/view/96,http://www.hokkaido-michinoeki.jp/michinoeki/2841/,http://park3.wakwak.com/~meisui-plaza/,,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
43.5921253,142.4637855,北海道,上川郡美瑛町,01459,びえい「丘のくら」,https://www.michi-no-eki.jp/stations/view/97,http://www.hokkaido-michinoeki.jp/michinoeki/2854/,,,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1
44.5635037,141.7768178,北海道,苫前郡初山別村,01485,☆ロマン街道しょさんべつ,https://www.michi-no-eki.jp/stations/view/98,http://www.hokkaido-michinoeki.jp/michinoeki/2870/,,,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,1
44.0690729,144.9906685,北海道,斜里郡斜里町,01545,うとろ・シリエトク,https://www.michi-no-eki.jp/stations/view/99,http://www.hokkaido-michinoeki.jp/michinoeki/2884/,,,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1
43.9117709,144.6642138,北海道,斜里郡斜里町,01545,しゃり,https://www.michi-no-eki.jp/stations/view/100,http://www.hokkaido-michinoeki.jp/michinoeki/2905/,http://www.sharimichi.jp/,,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2
43.7904595,144.5339946,北海道,斜里郡清里町,01546,パパスランドさっつる,https://www.michi-no-eki.jp/stations/view/101,http://www.hokkaido-michinoeki.jp/michinoeki/2920/,http://www.papasland-satturu.com/,,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1
44.2874188,142.4137718,北海道,名寄市,01221,もち米の里☆なよろ,https://www.michi-no-eki.jp/stations/view/102,http://www.hokkaido-michinoeki.jp/michinoeki/2939/,http://www.mochigome.jp,,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1
42.7955338,140.2318241,北海道,寿都郡寿都町,01392,みなとま～れ寿都,https://www.michi-no-eki.jp/stations/view/103,http://www.hokkaido-michinoeki.jp/michinoeki/2959/,,,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1
42.6645114,140.8218199,北海道,虻田郡洞爺湖町,01584,とうや湖,https://www.michi-no-eki.jp/stations/view/104,http://www.hokkaido-michinoeki.jp/michinoeki/2974/,http://www.michinoeki-toyako.jp/,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
44.022034,144.273893,北海道,網走市,01211,流氷街道網走,https://www.michi-no-eki.jp/stations/view/105,http://www.hokkaido-michinoeki.jp/michinoeki/2986/,,,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1
41.4265145,140.1072323,北海道,松前郡松前町,01331,北前船 松前,https://www.michi-no-eki.jp/stations/view/106,http://www.hokkaido-michinoeki.jp/michinoeki/3007/,http://michinoeki-matsumae.jp/,,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1
43.1256342,143.6132503,北海道,中川郡本別町,01646,ステラ★ほんべつ,https://www.michi-no-eki.jp/stations/view/107,http://www.hokkaido-michinoeki.jp/michinoeki/3021/,,,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
42.6999513,141.6946488,北海道,苫小牧市,01213,ウトナイ湖,https://www.michi-no-eki.jp/stations/view/108,http://www.hokkaido-michinoeki.jp/michinoeki/3038/,http://www.michinoeki-utonaiko.com/,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
42.81399805,143.6636566,北海道,十勝郡浦幌町,01649,うらほろ,https://www.michi-no-eki.jp/stations/view/109,http://www.hokkaido-michinoeki.jp/michinoeki/3057/,http://www.michinoeki-urahoro.com/,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
43.2141162,141.6427006,北海道,石狩郡新篠津村,01304,しんしのつ,https://www.michi-no-eki.jp/stations/view/110,http://www.hokkaido-michinoeki.jp/michinoeki/3070/,,,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1
42.93699,142.038078,北海道,夕張市,01209,夕張メロード,https://www.michi-no-eki.jp/stations/view/111,http://www.hokkaido-michinoeki.jp/michinoeki/3083/,http://www.yubari-melon.or.jp/modules/meroad/,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
43.533413,145.2368756,北海道,野付郡別海町,01691,おだいとう,https://www.michi-no-eki.jp/stations/view/112,http://www.hokkaido-michinoeki.jp/michinoeki/3099/,,,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1
41.9279214,140.9447498,北海道,函館市,01202,縄文ロマン 南かやべ,https://www.michi-no-eki.jp/stations/view/113,http://www.hokkaido-michinoeki.jp/michinoeki/3114/,http://www.hjcc.jp/,,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1
45.41725,141.677348,北海道,稚内市,01214,わっかない,https://www.michi-no-eki.jp/stations/view/114,http://www.hokkaido-michinoeki.jp/michinoeki/3126/,,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2
43.05086768,140.844843,北海道,余市郡赤井川村,01409,あかいがわ,https://www.michi-no-eki.jp/stations/view/7978,http://www.hokkaido-michinoeki.jp/michinoeki/3143/,,,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
41.6780521,140.4353634,北海道,上磯郡木古内町,01334,みそぎの郷 きこない,https://www.michi-no-eki.jp/stations/view/9721,http://www.hokkaido-michinoeki.jp/michinoeki/3158/,http://kikonai.jp/,,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1
42.0285219,140.8305528,北海道,茅部郡鹿部町,01343,しかべ間歇泉公園,https://www.michi-no-eki.jp/stations/view/9724,http://www.hokkaido-michinoeki.jp/michinoeki/3174/,http://www.town.shikabe.lg.jp/hotnews/detail/00001756.html,,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1
43.845319,144.294951,北海道,網走郡大空町,01564,ノンキーランド ひがしもこと,https://www.michi-no-eki.jp/stations/view/14155,http://www.hokkaido-michinoeki.jp/michinoeki/13538/,http://www.nonkyland.com/,,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1
43.177254,141.448498,北海道,石狩郡当別町,01303,北欧の風 道の駅とうべつ,https://www.michi-no-eki.jp/stations/view/14156,http://www.hokkaido-michinoeki.jp/michinoeki/13542/,https://tobest.co.jp/michinoeki/,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1
43.403873,141.43118,北海道,石狩市,01235,石狩「あいろーど厚田」,https://www.michi-no-eki.jp/stations/view/14165,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
41.925666,140.655973,北海道,亀田郡七飯町,01337,なないろ・ななえ,https://www.michi-no-eki.jp/stations/view/14166,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.7168253,141.1552503,青森県,上北郡七戸町,02402,しちのへ,https://www.michi-no-eki.jp/stations/view/115,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao01.html,http://www.shichinohe-kankou.jp/michi,,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1
40.4584959,141.6084329,青森県,三戸郡階上町,02446,はしかみ,https://www.michi-no-eki.jp/stations/view/116,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao02.html,http://www.michinoeki-hashikami.jp/,,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
40.581966,140.687643,青森県,黒石市,02204,虹の湖,https://www.michi-no-eki.jp/stations/view/117,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao03.html,http://nijinokopark.jp/,,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1
41.167961,140.80477,青森県,むつ市,02208,わきのさわ,https://www.michi-no-eki.jp/stations/view/118,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao04.html,"http://www.city.mutsu.lg.jp/index.cfm/37,41173,24,829,html",,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1
41.2703981,140.8882189,青森県,むつ市,02208,かわうち湖,https://www.michi-no-eki.jp/stations/view/119,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao05.html,http://www.aptinet.jp/Detail_display_00002796.html,,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1
40.4317584,141.0744455,青森県,三戸郡新郷村,02450,しんごう,https://www.michi-no-eki.jp/stations/view/120,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao06.html,http://www.marumarushingo.com/,,2,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1
40.5547521,140.5487947,青森県,弘前市,02202,ひろさき,https://www.michi-no-eki.jp/stations/view/121,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao07.html,http://michinoeki-hirosaki.jp/,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1
40.586204,141.117434,青森県,十和田市,02206,奥入瀬,https://www.michi-no-eki.jp/stations/view/122,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao08.html,http://www.oirase.or.jp/,,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
40.387808,141.2554758,青森県,三戸郡三戸町,02441,さんのへ,https://www.michi-no-eki.jp/stations/view/123,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao09.html,http://www.michinoeki-sannohe.com/,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
40.7179284,140.579519,青森県,青森市,02201,なみおか,https://www.michi-no-eki.jp/stations/view/124,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao10.html,http://www.applehill.co.jp/,,2,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,1,1
41.045391,140.385462,青森県,五所川原市,02205,十三湖高原,https://www.michi-no-eki.jp/stations/view/125,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao11.html,http://www.tosam.co.jp/,,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1
41.145511,140.514335,青森県,東津軽郡今別町,02303,いまべつ,https://www.michi-no-eki.jp/stations/view/126,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao12.html,,,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1
40.4067846,141.4304303,青森県,八戸市,02203,なんごう,https://www.michi-no-eki.jp/stations/view/127,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao13.html,http://www.michinoeki-nango.com,,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1
40.784406,140.322251,青森県,つがる市,02209,もりた,https://www.michi-no-eki.jp/stations/view/128,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao14.html,http://www.earthtop.jp/,,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1
40.891692,140.86137,青森県,青森市,02201,浅虫温泉,https://www.michi-no-eki.jp/stations/view/129,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao15.html,http://www.yu-sa.jp/,,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1
40.4815576,140.6231652,青森県,平川市,02210,いかりがせき,https://www.michi-no-eki.jp/stations/view/130,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao16.html,http://ikarigaseki.com/,,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1
40.6336189,140.577686,青森県,南津軽郡田舎館村,02367,いなかだて,https://www.michi-no-eki.jp/stations/view/131,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao17.html,http://www.aptinet.jp/Detail_display_00000328.html,,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1
41.083731,141.256588,青森県,上北郡横浜町,02406,よこはま,https://www.michi-no-eki.jp/stations/view/132,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao18.html,http://www.nanohana-plaza.com/,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
41.2538342,140.3467912,青森県,東津軽郡外ヶ浜町,02307,みんまや,https://www.michi-no-eki.jp/stations/view/133,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao19.html,,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
41.1449049,140.3205958,青森県,北津軽郡中泊町,02387,こどまり,https://www.michi-no-eki.jp/stations/view/134,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao20.html,,,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
40.7854137,141.3638954,青森県,三沢市,02207,みさわ,https://www.michi-no-eki.jp/stations/view/135,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao21.html,http://kite-misawa.com/tonamihan/,,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1
40.574645,141.2646116,青森県,十和田市,02206,とわだ,https://www.michi-no-eki.jp/stations/view/136,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao22.html,http://www.towadapia.com/,,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
40.7371457,140.4427046,青森県,北津軽郡鶴田町,02384,つるた,https://www.michi-no-eki.jp/stations/view/137,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao23.html,http://www.tsurunosato-aruja.com/,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
40.7442227,140.0004692,青森県,西津軽郡深浦町,02323,ふかうら,https://www.michi-no-eki.jp/stations/view/138,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao24.html,,,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1
40.728039,141.274961,青森県,上北郡東北町,02408,おがわら湖,https://www.michi-no-eki.jp/stations/view/139,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao25.html,http://ogawarako.co.jp/,,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1
41.1748371,140.6411974,青森県,東津軽郡外ヶ浜町,02307,たいらだて,https://www.michi-no-eki.jp/stations/view/140,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao26.html,,,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1
40.6064042,141.3247271,青森県,上北郡六戸町,02405,ろくのへ,https://www.michi-no-eki.jp/stations/view/141,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao27.html,,,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1
40.577739,140.300462,青森県,中津軽郡西目屋村,02343,津軽白神,https://www.michi-no-eki.jp/stations/view/14167,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/aomori/ao28.html,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
39.4832705,141.1421369,岩手県,花巻市,03205,石鳥谷,https://www.michi-no-eki.jp/stations/view/142,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw01.html,,,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1
39.008465,141.62854,岩手県,陸前高田市,03210,高田松原,https://www.michi-no-eki.jp/stations/view/143,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw02.html,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
39.6516145,141.3535295,岩手県,宮古市,03202,区界高原,https://www.michi-no-eki.jp/stations/view/144,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw03.html,http://kawaimura.com/kougen.html,,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
40.2792091,141.6634076,岩手県,九戸郡洋野町,03507,おおの,https://www.michi-no-eki.jp/stations/view/145,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw04.html,http://www.ohnocampus.jp/,,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1
39.1798365,141.3958808,岩手県,気仙郡住田町,03441,種山ヶ原,https://www.michi-no-eki.jp/stations/view/146,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw05.html,http://poran.sumita-gayagaya.com/,,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
39.8423053,141.8626587,岩手県,下閉伊郡岩泉町,03483,いわいずみ,https://www.michi-no-eki.jp/stations/view/147,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw06.html,,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
40.116105,141.818707,岩手県,九戸郡野田村,03503,のだ,https://www.michi-no-eki.jp/stations/view/148,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw07.html,http://nodaeki.com/,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
39.7634891,141.965689,岩手県,宮古市,03202,たろう,https://www.michi-no-eki.jp/stations/view/149,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw08.html,http://mitinoekitaro.com/,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
39.909617,141.902577,岩手県,下閉伊郡田野畑村,03484,たのはた,https://www.michi-no-eki.jp/stations/view/150,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw09.html,http://www.vill.tanohata.iwate.jp/kankou/active/michinoeki-tanohata.html,,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1
39.094217,141.181477,岩手県,奥州市,03215,みずさわ,https://www.michi-no-eki.jp/stations/view/151,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw10.html,http://www.city.oshu.iwate.jp/kanko/view.rbz?nd=398&ik=1&pnp=398&cd=1590,,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
39.8799671,141.0993785,岩手県,八幡平市,03214,にしね,https://www.michi-no-eki.jp/stations/view/152,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw11.html,http://www.hachimantai-ss.co.jp/~nishine/index.html,,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
40.1509394,141.5735177,岩手県,久慈市,03207,白樺の里やまがた,https://www.michi-no-eki.jp/stations/view/153,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw12.html,http://kuji-tourism.jp/michinoeki/yamagata/,,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1
39.3460524,141.3513044,岩手県,遠野市,03208,みやもり,https://www.michi-no-eki.jp/stations/view/154,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw13.html,,,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
39.5555548,141.2064173,岩手県,紫波郡紫波町,03321,紫波,https://www.michi-no-eki.jp/stations/view/155,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw14.html,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
39.5367746,141.3404903,岩手県,花巻市,03205,はやちね,https://www.michi-no-eki.jp/stations/view/156,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw15.html,,,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
39.4369048,141.973205,岩手県,下閉伊郡山田町,03482,やまだ,https://www.michi-no-eki.jp/stations/view/157,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw16.html,http://www.yamada-michinoeki.jp,,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1
39.3309253,141.501123,岩手県,遠野市,03208,遠野風の丘,https://www.michi-no-eki.jp/stations/view/158,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw17.html,http://kazenooka.tonofurusato.jp/,,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1
39.121158,141.798998,岩手県,大船渡市,03203,さんりく,https://www.michi-no-eki.jp/stations/view/159,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw18.html,http://www.echna.ne.jp/~sunfull/,,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
39.3007195,140.875147,岩手県,和賀郡西和賀町,03366,錦秋湖,https://www.michi-no-eki.jp/stations/view/160,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw19.html,,,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1
39.984567,141.3399576,岩手県,岩手郡葛巻町,03302,くずまき高原,https://www.michi-no-eki.jp/stations/view/161,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw20.html,,,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
39.968545,141.21381,岩手県,岩手郡岩手町,03303,石神の丘,https://www.michi-no-eki.jp/stations/view/162,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw21.html,http://isigaminooka.jp/,,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1
39.706412,140.874886,岩手県,岩手郡雫石町,03301,雫石あねっこ,https://www.michi-no-eki.jp/stations/view/163,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw22.html,http://www.anekko.co.jp/,,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1
39.3824368,141.2218949,岩手県,花巻市,03205,とうわ,https://www.michi-no-eki.jp/stations/view/164,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw23.html,http://www.towa-spa.co.jp/,,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1
38.9464394,141.0528845,岩手県,一関市,03209,厳美渓,https://www.michi-no-eki.jp/stations/view/165,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw24.html,http://www.ichitabi.jp/spot/data.php?no=13,,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
40.248349,141.4165286,岩手県,九戸郡九戸村,03506,おりつめ,https://www.michi-no-eki.jp/stations/view/166,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw25.html,http://www.iwatetabi.jp/spot/detail/03506/609.html,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
38.8986767,141.2723745,岩手県,一関市,03209,かわさき,https://www.michi-no-eki.jp/stations/view/167,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw26.html,http://www.kawanoakari.com/,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
39.6488825,141.5891622,岩手県,宮古市,03202,やまびこ館,https://www.michi-no-eki.jp/stations/view/168,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw27.html,http://www.kawaimura.com/yamabiko.html,,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
39.6390181,141.9698939,岩手県,宮古市,03202,みやこ,https://www.michi-no-eki.jp/stations/view/169,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw28.html,http://oasis385.jp/,,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1
39.871122,141.589311,岩手県,下閉伊郡岩泉町,03483,三田貝分校,https://www.michi-no-eki.jp/stations/view/170,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw29.html,http://www.ryusendo-water.co.jp/mitinoekimitakai.html,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
40.1898882,141.7646387,岩手県,久慈市,03207,くじ,https://www.michi-no-eki.jp/stations/view/171,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw30.html,http://dofukan.com/,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
39.25363306,141.7816824,岩手県,釜石市,03211,釜石仙人峠,https://www.michi-no-eki.jp/stations/view/7980,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw31.html,http://www.city.kamaishi.iwate.jp/tanoshimu/bussan/sanchoku/detail/1193345_3298.html,,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
38.991816,141.121791,岩手県,西磐井郡平泉町,03402,平泉,https://www.michi-no-eki.jp/stations/view/14132,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/iwate/iw32.html,http://道の駅平泉.com/,,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1
